Chromosome	Position
13	38589914
13	38998425
13	39615328
13	39617891
13	40112888
13	40837177
13	40867014
13	41141920
13	41141920
13	41265690
13	41265690
13	41389411
13	41463198
13	41571717
13	41652668
13	41652668
13	41662601
13	41947132
13	42502642
13	42834308
13	42944546
13	42977217
13	43102088
13	43342522
13	43512894
13	43649172
13	44022558
13	44249457
13	44615763
13	45020847
13	45153441
13	45792020
13	46302439
13	46383319
13	46464797
13	46553567
13	47576756
13	48013838
13	48013838
13	48102835
13	48344403
13	48580261
13	48661440
13	48697481
13	48983905
13	49102467
13	49102467
13	49143790
13	49161912
13	49223627
13	49360421
13	49431866
13	49431990
13	49666453
13	50741286
13	51221935
13	51355380
13	52099840
13	52383004
13	52670281
13	52782063
13	53331096
13	54752985
13	55134617
13	55231156
13	55846624
13	55855890
13	55955495
13	56125973
13	57951008
13	58308093
13	58309702
13	58671055
13	59096902
13	59139338
13	60287168
13	61369661
13	62045719
13	62381270
13	63237459
13	63280264
13	63363161
13	64779130
13	65024226
13	67305843
13	67669534
13	68211332
13	69132545
13	69180670
13	69411686
13	69688084
13	69929322
13	70216413
13	70370401
13	70486882
13	70728711
13	71435506
13	71588136
13	71640206
13	71884490
13	72283763
13	72888945
13	72899177
13	72962254
13	73351081
13	73401916
13	73529065
13	73849561
13	73954728
13	75491673
13	75760659
13	75928744
13	76020024
13	76853238
13	78106725
13	78491921
13	78772422
13	79135085
13	79344672
13	79377050
13	79504793
13	79535931
13	79535931
13	79810811
13	80140203
13	80196742
13	80776861
13	80967697
13	81175469
13	81673965
13	81698621
13	81806014
13	82849464
13	82992150
13	83481748
13	83807721
13	83950013
13	84027110
13	84188067
13	84361107
13	84820226
13	85436228
13	86149571
13	86512702
13	86615066
13	87411949
13	87798597
13	87879830
13	88253144
13	88649056
13	88723973
13	88844141
13	88921653
13	89495975
13	89792814
13	90231881
13	90234030
13	90400298
13	90483422
13	91567362
13	91886555
13	92800152
13	93228281
13	93403294
13	93493823
13	94284457
13	94837854
13	94906390
13	95607762
13	96377668
13	96799883
13	97089438
13	97285071
13	97436754
13	97717151
13	99183480
13	99426947
13	99613666
13	100135072
13	100823498
13	101158080
13	103173876
13	103211120
13	105001170
13	105134377
13	105134377
13	105289129
13	105972120
13	106007539
13	106044359
13	106330324
13	106369416
13	106728078
13	106728078
13	107135541
13	107796842
13	109235267
13	109483212
13	109525888
13	110008046
13	110125801
13	110561471
13	110650850
13	110847014
13	111607496
13	111643387
13	111806698
13	111887584
13	112967215
13	113088793
13	114006710
13	115628370
13	116287947
13	116448810
13	116556154
13	116696744
13	116811847
13	117050057
13	117176051
13	117424850
13	117893377
13	118077497
13	118526104
13	118877803
13	118973918
13	119241676
13	119467204
13	119850870
14	8514501
14	8537816
14	8537816
14	8696445
14	8791312
14	8795898
14	9018991
14	9081649
14	9556120
14	9776167
14	10330648
14	10458854
14	10573651
14	11379873
14	11552409
14	11693660
14	11942413
14	13176403
14	13294053
14	13708318
14	13768496
14	13857369
14	14624371
14	14647320
14	14941056
14	15344884
14	15351324
14	15447510
14	15490620
14	15658954
14	16030056
14	16190492
14	16531439
14	16607972
14	17180170
14	17410129
14	18247303
14	18859388
14	19052605
14	19134665
14	19430152
14	19552058
14	20015156
14	20024023
14	24169814
14	24269150
14	25085661
14	25976046
14	26030319
14	26124465
14	26162446
14	26244376
14	27337834
14	27338212
14	27448124
14	27608096
14	27859499
14	28006880
14	28322031
14	28600345
14	28925174
14	29044516
14	29044692
14	29531176
14	29565637
14	29691025
14	29957702
14	30081908
14	30087620
14	30404199
14	31296602
14	31523005
14	31692527
14	32123415
14	32552020
14	33088688
14	33287295
14	33420374
14	33529470
14	34084519
14	35532419
14	36440964
14	36762853
14	37381464
14	38368593
14	38672175
14	38759970
14	39510965
14	39843983
14	40377123
14	40378548
14	40538140
14	40846672
14	41844766
14	41963945
14	41990458
14	43812329
14	43812329
14	43917279
14	43956139
14	44057352
14	45571556
14	45621401
14	45653776
14	45660245
14	45721061
14	45921512
14	46234360
14	46551276
14	48633400
14	49567822
14	49872755
14	50458371
14	51124268
14	51610654
14	51875080
14	51906494
14	52825147
14	52916459
14	53271996
14	54836186
14	54880275
14	55040534
14	55302202
14	55566462
14	56009748
14	56326570
14	56483700
14	56762389
14	56848433
14	57118764
14	57204456
14	57601754
14	58476766
14	58557276
14	59084911
14	60204066
14	60364627
14	60365132
14	60439659
14	61319569
14	61525142
14	61561329
14	61561329
14	62092610
14	62566848
14	62593683
14	64042860
14	64445320
14	64646171
14	65058963
14	65279136
14	65436588
14	65532159
14	65762296
14	65882963
14	66085436
14	67166827
14	67815624
14	69749305
14	71326704
14	71890718
14	71932196
14	73068812
14	73303644
14	73865385
14	74318558
14	74931722
14	74936116
14	74961928
14	75682867
14	75682867
14	76292631
14	76445448
14	76509667
14	77192170
14	77678124
14	78120057
14	79326354
14	79679802
14	79924373
14	79945697
14	80153155
14	80167194
14	80568995
14	80828901
14	81121131
14	81225756
14	81318463
14	81318463
14	81595411
14	82085387
14	82276288
14	82524840
14	82550762
14	82674221
14	82674221
14	82856370
14	83190629
14	83354088
14	83692252
14	83699202
14	83921687
14	83978875
14	83978875
14	84067719
14	84529478
14	85176727
14	85221989
14	86507958
14	87402039
14	87466585
14	87638275
14	87804381
14	87870301
14	88029942
14	88154819
14	88303561
14	88330623
14	89100198
14	89968788
14	90516793
14	90748141
14	90980802
14	91485410
14	92127313
14	92217426
14	92293321
14	92448315
14	92675315
14	92842812
14	93046390
14	93253391
14	93453275
14	93675369
14	94901334
14	95064795
14	95722325
14	96437748
14	97241561
14	97705969
14	98578071
14	98598150
14	98598901
14	98864244
14	98867401
14	99022352
14	99644489
14	100169598
14	100220092
14	100731217
14	100825993
14	101319715
14	101687785
14	102138142
14	102371574
14	102571081
14	102805398
14	102970784
14	103366839
14	103609684
14	103650044
14	103739154
14	103739467
14	104055655
14	104332225
14	104533424
14	104770732
14	105130102
14	105265457
14	105343694
14	105374970
14	105529057
14	106334678
14	106539873
14	106745802
14	106772354
14	106903659
14	107143651
14	107400710
14	107663736
14	107821029
14	107859609
14	107873096
14	107873208
14	107997049
14	108388188
14	108388188
14	108777226
14	108953436
14	109093209
14	109140096
14	109261618
14	109336464
14	109512594
14	109570296
14	109623219
14	109698109
14	109864001
14	110081781
14	110123544
14	110123544
14	110412958
14	110445135
14	110446919
14	110462352
14	110570131
14	110774966
14	110774966
14	110955166
14	111248352
14	111249639
14	111362707
14	111372870
14	111421090
14	111854515
14	112040828
14	112505121
14	112874332
14	113168623
14	113325579
14	113409241
14	113799587
14	114013474
14	114013474
14	115692982
14	115741183
14	115741183
14	116259561
14	120645809
14	122451862
14	123619376
14	123885055
14	124202525
14	124445656
14	124760237
15	3338667
15	3379247
15	3379247
15	3456229
15	3619416
15	3684438
15	3685082
15	3987906
15	4324784
15	4495265
15	5022982
15	5892477
15	6073518
15	6621432
15	6742181
15	7943280
15	8082871
15	8106607
15	8260893
15	8744090
15	9050692
15	9266748
15	9959363
15	10356043
15	10567001
15	13791134
15	15205916
15	15292739
15	15637310
15	15725611
15	15803462
15	15803462
15	15910306
15	15910306
15	15968883
15	16163186
15	16418812
15	16485011
15	17271016
15	17304610
15	17922932
15	18416002
15	18531571
15	18931750
15	19001002
15	19188834
15	19468035
15	19616591
15	19800099
15	20023941
15	20245194
15	21957994
15	22968011
15	24555238
15	25083177
15	26029417
15	26029986
15	26058884
15	26089855
15	26244090
15	26283141
15	26524183
15	26557654
15	26884922
15	27483239
15	27656261
15	28405376
15	28924540
15	29137132
15	29207916
15	29400592
15	29517558
15	29565113
15	29985933
15	30441417
15	31015043
15	31015043
15	31422217
15	31494802
15	31838638
15	32547882
15	33855687
15	34030276
15	34036861
15	34045776
15	34115145
15	34154568
15	34163262
15	34705872
15	35056734
15	36519734
15	36519734
15	36566573
15	37215485
15	37761604
15	39256927
15	39689615
15	39724604
15	40582232
15	40613806
15	41219409
15	41286484
15	42986231
15	43248939
15	45756961
15	45979438
15	46058768
15	46370730
15	46949866
15	46949866
15	47575703
15	47670319
15	47766268
15	47766268
15	48063318
15	48375131
15	48426173
15	48968562
15	49374006
15	50096564
15	50549241
15	52592181
15	53016532
15	53194368
15	53194368
15	53793295
15	54735903
15	54774214
15	54880747
15	55595449
15	55595449
15	55988958
15	56003588
15	56300973
15	56300973
15	56978398
15	57135575
15	59929458
15	60293301
15	60497291
15	60497291
15	61086249
15	61773694
15	61773694
15	62021318
15	62844730
15	63264168
15	63459844
15	65263544
15	65462832
15	65578708
15	65860027
15	65996421
15	65996421
15	66458312
15	66541375
15	70105386
15	70735147
15	70863397
15	72501367
15	72588344
15	73149987
15	74742150
15	75381450
15	75381547
15	75622710
15	76150651
15	76704018
15	77037767
15	77183009
15	77304022
15	78262238
15	78719994
15	78725016
15	78725016
15	79779928
15	80182162
15	80662707
15	80864467
15	80943537
15	81573942
15	81943912
15	82063812
15	82702905
15	82824555
15	83263548
15	83311139
15	83388712
15	84286112
15	84778182
15	85443399
15	86389597
15	86942161
15	87002957
15	87190344
15	87245540
15	87819378
15	88105834
15	88301262
15	88661382
15	89328897
15	89984670
15	90068998
15	92624823
15	92773231
15	92936390
15	94067308
15	94113028
15	94423026
15	94803388
15	95144977
15	95533361
15	95533361
15	96150845
15	96670213
15	97267089
15	97487753
15	98568622
15	99346407
15	99352900
15	99463581
15	99546904
15	99783044
15	99814257
15	100007702
15	100007839
15	100216393
15	100462522
15	100462522
15	100856515
15	101023451
15	101183340
15	101248692
15	101615917
15	101864021
15	102020262
15	102423582
15	102473254
15	102626305
15	103063236
15	103143977
15	103353475
15	103419315
16	3706831
16	3892297
16	4433234
16	4703373
16	5898425
16	6457311
16	6622499
16	9358464
16	9650165
16	10062579
16	10347548
16	10390796
16	10390796
16	10419929
16	10546455
16	10838496
16	11109991
16	12836701
16	13399838
16	13531524
16	13593582
16	14891223
16	14891223
16	14991821
16	15391104
16	16011607
16	16307388
16	16416923
16	16626704
16	16707940
16	16785870
16	16867806
16	17060990
16	17585019
16	17787490
16	18225779
16	18825507
16	18941148
16	19508854
16	19903493
16	21151255
16	22338875
16	24825564
16	25220754
16	25901144
16	25949082
16	26147331
16	26422255
16	26422255
16	26503615
16	26503921
16	26860768
16	27412562
16	27486171
16	27856007
16	28029725
16	28386902
16	28637209
16	29097816
16	29194189
16	29631954
16	30399124
16	30623840
16	31448793
16	31533584
16	31788010
16	32016798
16	32347067
16	32460835
16	32846046
16	33582416
16	33749867
16	33819033
16	33819340
16	33861384
16	34066253
16	34068067
16	34101617
16	34259425
16	34826620
16	35147060
16	35209739
16	35209739
16	35662207
16	35824417
16	36235657
16	36739668
16	37300747
16	38132341
16	38373664
16	38508263
16	38695655
16	40255444
16	40255538
16	40859910
16	40996710
16	41140499
16	41370973
16	41459587
16	42100339
16	43082517
16	43946245
16	44525512
16	44703574
16	44703574
16	45738618
16	45773463
16	46179385
16	46682456
16	47980264
16	48340147
16	48899446
16	48936532
16	49682579
16	51854757
16	52135448
16	52339426
16	52880967
16	53577049
16	53778609
16	54609327
16	54819857
16	54819857
16	55537884
16	56918766
16	56976699
16	57425570
16	57738266
16	59397052
16	59857324
16	60062109
16	60267185
16	60429047
16	60833842
16	61235747
16	61916303
16	62084427
16	62115844
16	62676194
16	64436499
16	64680615
16	65106273
16	65301096
16	65309552
16	65589224
16	65729637
16	66065627
16	67538487
16	68057276
16	68347499
16	68577036
16	68780822
16	68858307
16	69252826
16	69339449
16	69736226
16	72137686
16	72697423
16	73270814
16	74047693
16	74140070
16	74338881
16	74793609
16	74943366
16	76218842
16	76655762
16	77023603
16	77535753
16	77972998
16	78698243
16	78698243
16	78946112
16	79379144
16	80371330
16	80566043
16	80830317
16	80858437
16	81136900
16	81259379
16	81374143
16	81487682
16	81695751
16	81695751
16	82296810
16	83058989
16	83208867
16	83316053
16	83379246
16	83421614
16	83857308
16	83897521
16	86143758
16	86559326
16	86559605
16	87366353
16	87413270
16	87926663
16	88038979
16	88201723
16	89704697
16	90202401
16	90268804
16	90450583
16	90503216
16	91291320
16	91966707
16	92652530
16	93413688
16	93606505
16	93935259
16	94114532
16	94114532
16	94493765
16	94690375
16	94853138
16	95056421
16	95121512
16	95593525
16	96214781
16	96344391
16	96975401
16	98106074
16	98243192
16	98280184
17	3252096
17	3816395
17	5382544
17	5946405
17	6097036
17	7560432
17	8090581
17	8395631
17	9281619
17	9346839
17	10166446
17	10544661
17	10607872
17	10732735
17	10994816
17	11223374
17	11234060
17	11330925
17	11483063
17	11836451
17	11836451
17	13204909
17	13252212
17	13297002
17	13668426
17	13940714
17	14060784
17	14383411
17	14902875
17	15062274
17	15648540
17	15816068
17	16210348
17	16326778
17	16482375
17	16482375
17	16659477
17	16731785
17	16890952
17	17064493
17	18138423
17	19076363
17	19174283
17	19561322
17	19988856
17	19988856
17	20180064
17	20434047
17	20865114
17	21133811
17	21448586
17	21518798
17	22147924
17	22236629
17	23034783
17	24815676
17	25302871
17	26067554
17	26228015
17	26746752
17	26954215
17	27112142
17	27261107
17	27564303
17	28017220
17	28548107
17	28830413
17	28834780
17	29541813
17	29589507
17	29906484
17	29906484
17	30582926
17	30716474
17	30951354
17	31118972
17	31631668
17	32909829
17	33109459
17	33112790
17	34458128
17	34786376
17	34945828
17	35091638
17	35996661
17	36775199
17	37570727
17	37620392
17	37697816
17	38311721
17	38551205
17	39399082
17	39712409
17	40540194
17	43180688
17	43408037
17	45985955
17	46303997
17	46674237
17	47015269
17	47775606
17	48150591
17	49417903
17	49417903
17	50977507
17	51298309
17	51428641
17	51771381
17	53562510
17	53562510
17	54013550
17	54182141
17	54411157
17	55001882
17	56004171
17	56205057
17	56303289
17	56561901
17	56679683
17	56952341
17	57109251
17	57272430
17	57416459
17	57416459
17	57590773
17	57943495
17	58133896
17	58633061
17	58761137
17	58832528
17	59154441
17	59552111
17	59595378
17	59950031
17	60474678
17	60544104
17	60604715
17	60604829
17	60755418
17	61319340
17	61354996
17	61481305
17	61481305
17	62438719
17	64282691
17	65271189
17	65467636
17	65991716
17	67557386
17	67823293
17	68141941
17	68393876
17	69623040
17	69823431
17	70140594
17	71439576
17	72269056
17	72273026
17	73105301
17	73543966
17	74833520
17	75195712
17	75669428
17	75995389
17	76281802
17	76868987
17	77217264
17	77465087
17	77828078
17	77934281
17	78719849
17	78796798
17	79211250
17	79635299
17	79734353
17	80189854
17	80957234
17	80992010
17	81055519
17	81357615
17	82354184
17	82912366
17	83825161
17	84037532
17	86079732
17	86704964
17	86867076
17	87145505
17	87343209
17	87392839
17	87594620
17	87830520
17	88019747
17	88019747
17	88107963
17	88433758
17	90191797
17	90270821
17	90379073
17	90540326
17	91298772
17	92709772
17	92906586
17	92906586
17	93023355
17	93132985
17	64624683
17	93553678
17	93579684
17	93602330
17	93713023
17	94009237
17	94182561
17	94545853
17	94550138
17	94589792
17	94760562
17	94760562
17	94874936
17	94874936
18	3419265
18	3464387
18	3656276
18	4242200
18	5247370
18	5526501
18	5700758
18	6263594
18	6452904
18	6684510
18	6786365
18	6815337
18	7261361
18	7887519
18	8136594
18	8179547
18	8179547
18	8718437
18	8823330
18	9104808
18	9788716
18	10007703
18	10034629
18	10139406
18	10172784
18	10251159
18	10257787
18	10553143
18	10631028
18	10728728
18	11078445
18	11507319
18	11712398
18	13233498
18	13954122
18	14113477
18	15393724
18	16584678
18	16584678
18	16874737
18	17193509
18	17223541
18	17393005
18	17765059
18	17796726
18	17868749
18	18310249
18	18636218
18	18820346
18	19092090
18	19624788
18	20387929
18	21259858
18	22312873
18	22593537
18	23065636
18	23065636
18	23712414
18	24632143
18	24632143
18	25314503
18	25946546
18	26035217
18	26035599
18	26069192
18	26379013
18	26535229
18	26835660
18	27004245
18	27494851
18	27798494
18	27878131
18	28196626
18	28271895
18	28349858
18	28349900
18	28572637
18	28753770
18	28794142
18	29279732
18	29434860
18	29555167
18	29832762
18	30601374
18	30675973
18	31358906
18	31377457
18	31473173
18	31597445
18	31790787
18	31826070
18	31949422
18	32238433
18	32800529
18	32961075
18	34892082
18	35845736
18	35986184
18	36546706
18	37496790
18	37497183
18	38132577
18	38279805
18	40098126
18	40098126
18	40491058
18	40657063
18	41083406
18	41404107
18	41452526
18	41526964
18	42256491
18	42732009
18	43972996
18	44378615
18	45196265
18	45243702
18	45658044
18	45796525
18	45838514
18	45939658
18	46295655
18	46575210
18	47803719
18	48039949
18	48172520
18	48382320
18	48525354
18	48609371
18	50266938
18	50492475
18	50818248
18	52250478
18	52932202
18	53933633
18	54928068
18	54998164
18	55246961
18	55648535
18	55786436
18	56413953
18	57725055
18	58305229
18	59988480
18	59998868
18	60058007
18	60210918
18	60622920
18	60982605
18	60982605
18	60997952
18	61541511
18	61633665
18	65493063
18	67251631
18	68241057
18	68685683
18	70843794
18	71615443
18	73092319
18	73452671
18	73452671
18	74010661
18	74070583
18	74222214
18	74566675
18	75419275
18	76321144
18	76564815
18	77420251
18	77578954
18	78288831
18	78400110
18	78772826
18	78855281
18	80065080
18	81013330
18	81167163
18	81455832
18	81592251
18	83149851
18	84737156
18	85121311
18	85457638
18	86642750
18	86959473
18	87054169
18	87173628
18	87173628
18	87213618
18	87454363
18	87575409
18	87895575
18	87895575
18	88015951
18	88015951
18	88413481
18	88485106
18	88721664
18	88785133
18	88810125
18	88969696
18	89411479
